"CASE_ID","MERCHANT_ID","OPENED_DATE","CASE_CATEGORY","PRIORITY","CASE_THEME","CASE_TEXT"
"CS-000674",408725,"2025-09-04","Fee Query","P4 - Low","interchange_fee_query","Irish retailer challenging the interchange rate applied to a €2,450.00 Visa Business Credit card transaction from 8th July. The merchant states that the €38.15 interchange fee is significantly higher than anticipated and is eroding margins on their B2B sales, requesting clarification on why this card type attracts premium interchange."
"CS-000675",154680,"2025-08-14","Fee Query","P3 - Medium","interchange_fee_query","Merchant operating three locations in Berlin has requested a comprehensive fee breakdown for June, specifically querying why total processing costs increased by €340 despite transaction volume remaining stable at approximately 1,850 transactions per location. Impact on cash flow planning cited as primary concern."
"CS-000676",515,"2025-08-18","Fee Query","P3 - Medium","interchange_fee_query","Portuguese café owner questioning the difference between interchange fees on two similar transactions: a €45.00 Mastercard Consumer Debit showing €0.63 interchange versus a €47.00 Mastercard Consumer Credit showing €1.88 interchange. Both processed on the same terminal on Monday morning, and the merchant requires explanation for pricing strategy purposes."
"CS-000677",630848,"2025-09-17","Fee Query","P4 - Low","interchange_fee_query","Formal complaint received regarding scheme fees applied during the Easter weekend period. Merchant processed 340 transactions totalling €18,900 and notes that Mastercard assessment fees alone reached €94.50, which they consider excessive and detrimental to their seasonal trading profitability."
"CS-000678",32426,"2025-07-18","Fee Query","P4 - Low","interchange_fee_query","Austrian hotel querying why a €680.00 Visa Corporate card payment incurred €15.64 in interchange fees while a €720.00 Visa Consumer Credit payment only incurred €9.36. The finance manager requires this information for their quarterly cost analysis and budget forecasting."
"CS-000679",16630,"2025-07-11","Fee Query","P4 - Low","interchange_fee_query","Merchant in Amsterdam requesting detailed explanation of all fees applied to transactions processed on their Clover Station Duo terminal during the week of 10th-16th June. Total fees of €1,240.00 are significantly impacting their operating budget, and they need to understand the breakdown between interchange, scheme fees, and acquirer margin."
"CS-000680",125,"2025-08-05","Fee Query","P4 - Low","interchange_fee_query","Greek restaurant owner challenging the acquirer margin applied to their account, stating that the 0.52% rate is higher than quotes they have received from competing acquirers. With monthly card turnover of approximately €28,000, they calculate this difference costs them an additional €140 per month, affecting their ability to invest in business improvements."
"CS-000681",7,"2025-06-06","Fee Query","P4 - Low","interchange_fee_query","Query from Belgian retailer regarding interchange fees on contactless transactions processed last Saturday. They note that 47 contactless payments under €50 each attracted varying interchange rates between €0.18 and €0.94, and they require clarification on the factors determining these rates to assess the viability of promoting contactless payments."
"CS-000682",92678,"2025-09-15","Fee Query","P4 - Low","interchange_fee_query","Spanish merchant questioning why their June fee statement shows €2,340.00 in total processing costs when their contract indicated an estimated €1,800-€2,000 monthly range. The €340-€540 variance is creating budgeting difficulties, and they need a detailed reconciliation of all interchange, scheme, and margin components."
"CS-000683",814566,"2025-06-04","Fee Query","P4 - Low","interchange_fee_query","Italian fashion boutique requesting explanation for the interchange differential between domestic and cross-border transactions. They processed a €340.00 Italian Visa card at €4.42 interchange and a €350.00 French Visa card at €7.35 interchange on the same day, and this inconsistency is complicating their financial planning for international customer acquisition."
"CS-000684",970431,"2025-06-17","Fee Query","P4 - Low","interchange_fee_query","Merchant operating in Dublin querying the Mastercard scheme fees applied during September, which totalled €456.80 across 2,100 transactions. They are challenging whether all assessment fees were correctly applied and require a transaction-by-transaction breakdown to verify accuracy, as this expense line is affecting their year-end profitability."
"CS-000685",6431,"2025-06-26","Fee Query","P4 - Low","interchange_fee_query","German pharmacy questioning why a €89.00 Visa Debit transaction processed at 09:15 on Wednesday incurred €1.07 in interchange while a €91.00 Visa Debit transaction at 15:30 the same day incurred €0.98. The merchant needs to understand this variation to accurately forecast their payment acceptance costs for the upcoming quarter."
"CS-000686",22629,"2025-07-16","Fee Query","P4 - Low","interchange_fee_query","Netherlands-based online merchant challenging the interchange category applied to card-not-present transactions processed through their payment gateway in June. With 890 transactions averaging €67.00 each, the total interchange of €1,780.00 represents 2.98% of turnover, which they believe is excessive and threatens their business model viability."
"CS-000687",1,"2025-08-06","Fee Query","P3 - Medium","interchange_fee_query","French merchant requesting a complete fee breakdown for their account covering September through September, specifically separating interchange, Visa assessment fees, Mastercard assessment fees, and acquirer margin. They report that total quarterly fees of €4,670.00 exceeded their budget by €890.00, creating cash flow pressure that requires immediate explanation and resolution."
"CS-000688",405598,"2025-07-12","Fee Query","P3 - Medium","interchange_fee_query","Irish pub owner querying why their effective rate increased from 1.24% in June to 1.47% in June despite similar transaction patterns. With monthly turnover of approximately €32,000, this 0.23% increase costs an additional €73.60 monthly, impacting their ability to maintain staff hours during quieter periods."
"CS-000689",538342,"2025-06-05","Fee Query","P4 - Low","interchange_fee_query","Merchant in Lisbon challenging the acquirer margin of 0.41% applied to their account, stating their contract specified 0.35%. Across their June turnover of €54,300, this 0.06% difference amounts to €32.58 overcharged, and they require immediate correction and refund to maintain their trust in the service."
"CS-000690",29,"2025-09-19","Fee Query","P3 - Medium","interchange_fee_query","Austrian ski equipment retailer questioning the interchange fees applied to 12 high-value transactions processed on their Clover Flex 5000 terminal on 2nd June. The transactions ranged from €450 to €1,240, with interchange fees between €7.65 and €22.32, and the merchant needs clarification on the rate structure to evaluate their premium product pricing strategy."
"CS-000691",561534,"2025-06-10","Fee Query","P4 - Low","interchange_fee_query","Belgian chocolatier requesting explanation for why their blended processing rate increased from 1.18% to 1.34% between June and June despite no changes to their business operations. The increase represents an additional €96.00 in monthly costs on their €30,000 turnover, which is unsustainable for their artisan business model."
"CS-000692",1,"2025-06-15","Fee Query","P3 - Medium","interchange_fee_query","Spanish hotel chain querying scheme fees across their five properties for the month of June. Total Visa and Mastercard assessment fees reached €2,340.00 on combined turnover of €340,000, and the regional finance director requires a detailed breakdown to allocate costs accurately across locations and assess the profitability of card acceptance at each property."
